mythicLevel,score,parTimeMs,clearTimeMs,percentRemaining,bonus
17,135.4,2580999,2490585,0.03503062186385969,0.4000000000000057
17,135.4,2280999,2204351,0.03360282051855349,0.4000000000000057
17,135.3,2460999,2401193,0.024301513328530405,0.30000000000001137
17,135.3,1920999,1879711,0.021492983598638,0.30000000000001137
18,134.3,1800999,1903829,-0.05709608944813406,-5.699999999999989
17,127.8,2220999,2607755,-0.1741360531904787,-7.200000000000003
16,130.9,1920999,1781605,0.07256328608187719,0.9000000000000057
15,126.8,2460999,2098740,0.14719997854529807,1.7999999999999972
15,126.6,2280999,1996242,0.12483872198102673,1.5999999999999943
15,126.5,2580999,2270359,0.12035649761972012,1.5
15,126.3,2220999,1987419,0.10516889021561919,1.2999999999999972
16,124.0,2160999,2339498,-0.08260022332263921,-6.0
14,121.8,1800999,1542800,0.14336432169035074,1.7999999999999972
11,98.7,2340999,2575427,-0.10014015384030493,-6.299999999999997
15,126.0,1920999,1767685,0.07980951577798844,1.0
15,125.4,2280999,2203862,0.03381720027058319,0.4000000000000057
14,122.1,2460999,2041304,0.170538468321198,2.0999999999999943
13,116.8,1800999,1545461,0.14188680837690637,1.7999999999999972
10,101.6,2220999,1939200,0.1268793907606442,1.5999999999999943
10,100.8,2580999,2422589,0.06137545965728774,0.7999999999999972
9,89.9,2160999,1310488,0.39357306505000694,4.900000000000006
8,83.1,2340999,1763583,0.24665367221429826,3.0999999999999943
9,86.4,2580999,2282691,0.11557850274254271,1.4000000000000057
6,70.0,2220999,1277932,0.42461387870953565,5.0
10,101.6,1800999,1569384,0.12860362498813158,1.5999999999999943
10,101.3,1920999,1713563,0.10798339822144623,1.2999999999999972
10,101.1,2580999,2361976,0.08485977716380363,1.0999999999999943
11,97.4,2160999,2614487,-0.20985109201808977,-7.599999999999994
9,85.3,2220999,2175717,0.020388122642108347,0.29999999999999716
6,70.0,2280999,1356013,0.40551793315122014,5.0
5,60.9,2340999,2176595,0.07022813764550946,0.8999999999999986
3,50.0,2460999,1331484,0.45896605402927837,5.0
2,45.0,1920999,992383,0.4834026462273015,5.0
2,42.1,2280999,1889133,0.17179577895474746,2.1000000000000014
15,116.1,2340999,3077187,-0.3144759993489959,-8.900000000000006
9,85.3,2160999,2105947,0.025475254731723615,0.29999999999999716
7,78.3,2460999,1812277,0.2636010823246982,3.299999999999997
6,65.8,1920999,1793990,0.06611611978975522,0.7999999999999972
4,59.5,1800999,1151342,0.3607203557581098,4.5
6,0.0,1800999,3407868,-0.8922098235479309,-65.0
10,101.6,1800999,1569384,0.12860362498813158,1.5999999999999943
10,101.3,1920999,1713563,0.10798339822144623,1.2999999999999972
10,101.1,2580999,2361976,0.08485977716380363,1.0999999999999943
11,97.4,2160999,2614487,-0.20985109201808977,-7.599999999999994
9,85.3,2220999,2175717,0.020388122642108347,0.29999999999999716
6,70.0,2280999,1356013,0.40551793315122014,5.0
6,68.1,2460999,1853855,0.24670631723133574,3.0999999999999943
6,67.3,1920999,1570736,0.1823337752908773,2.299999999999997
6,68.0,2220999,1685638,0.24104513329362148,3.0
6,59.4,1800999,1881176,-0.0445180702487897,-5.600000000000001
5,51.5,2580999,3296591,-0.2772538850266893,-8.5
2,45.0,2460999,1237930,0.49698069767602504,5.0
2,45.0,2160999,1243487,0.4245777068846399,5.0
9,89.7,1920999,1191658,0.3796675583901918,4.700000000000003
9,89.0,1800999,1225539,0.31952266492096887,4.0
7,77.9,2340999,1796533,0.23257848465548256,2.9000000000000057
6,69.9,2160999,1320795,0.3888035117091678,4.900000000000006
10,92.9,2460999,2871740,-0.1669001084518929,-7.099999999999994
8,83.3,2160999,1582138,0.2678673150704836,3.299999999999997
6,66.6,2220999,1933494,0.12944850492953847,1.5999999999999943
6,65.4,2340999,2268423,0.031002149082507084,0.4000000000000057
5,63.0,2580999,1967299,0.2377761479179186,3.0
4,58.3,1920999,1416328,0.2627127864199825,3.299999999999997
6,56.8,1800999,2259252,-0.2544437837000465,-8.200000000000003
9,87.3,2460999,2008830,0.18373392268749397,2.299999999999997
5,61.0,2580999,2374312,0.08008023249912147,1.0
15,116.1,2340999,3077187,-0.3144759993489959,-8.900000000000006
9,85.3,2160999,2105947,0.025475254731723615,0.29999999999999716
7,80.0,2280999,1357149,0.4050199057518219,5.0
7,78.3,2460999,1812277,0.2636010823246982,3.299999999999997
6,69.3,1920999,1254767,0.34681538095542996,4.299999999999997
2,45.0,2220999,956102,0.5695171407101038,5.0
10,94.2,1920999,2049600,-0.06694485525500013,-5.799999999999997
10,90.1,2280999,3172758,-0.39095107012322233,-9.900000000000006
9,85.7,2340999,2218556,0.05230373870300671,0.7000000000000028
9,85.2,1800999,1778754,0.012351478262897425,0.20000000000000284
7,75.5,2160999,2069064,0.04254282394392593,0.5
7,75.4,2220999,2150140,0.03190411161824026,0.4000000000000057
5,63.0,2580999,1964640,0.2388063691617083,3.0
3,50.0,2460999,1148809,0.5331940403063959,5.0
9,86.7,2280999,1973204,0.1349386825684711,1.7000000000000028
8,71.6,2220999,2828944,-0.2737259224340038,-8.400000000000006
6,68.9,1920999,1321520,0.3120662738502206,3.9000000000000057
7,65.0,2340999,3270519,-0.39706125461822067,-10.0
4,57.7,2160999,1693390,0.2163855698221054,2.700000000000003
4,49.7,1800999,1850129,-0.027279304430485526,-5.299999999999997
2,45.0,2460999,1383207,0.4379489792559851,5.0
2,41.6,2580999,2260021,0.12436192342577429,1.6000000000000014
5,62.6,2220999,1752440,0.21096767715789155,2.6000000000000014
2,45.0,1800999,986000,0.45252607025323166,5.0
2,42.6,2340999,1857920,0.20635591899014052,2.6000000000000014
18,132.5,1920999,2297861,-0.19618021664769217,-7.5
16,130.6,2580999,2463848,0.04538978899255676,0.5999999999999943
17,127.8,2220999,2607755,-0.1741360531904787,-7.200000000000003
15,127.6,2160999,1714044,0.2068279531827641,2.5999999999999943
14,122.3,2340999,1917650,0.18084117079930406,2.299999999999997
14,121.2,2460999,2218535,0.09852259184176833,1.2000000000000028
15,119.1,1800999,1929189,-0.0711771633410124,-5.900000000000006
14,110.5,2280999,3100104,-0.3590992367817785,-9.5
13,117.2,1800999,1490527,0.17238876867782826,2.200000000000003
12,113.3,2160999,1589859,0.26429443049256385,3.299999999999997
14,112.2,1920999,2355563,-0.22621771276299468,-7.799999999999997
12,112.1,2340999,1946325,0.16859212669462909,2.0999999999999943
11,108.1,2220999,1677527,0.2446970935151254,3.0999999999999943
11,105.7,2580999,2427982,0.05928595865399405,0.7000000000000028
9,87.2,2460999,2031130,0.17467256183362936,2.200000000000003
9,76.3,2280999,2958625,-0.29707422054985555,-8.700000000000003
18,142.4,2160999,1741156,0.19428190387871536,2.4000000000000057
18,140.7,2460999,2328251,0.053940696440754346,0.6999999999999886
18,140.2,2580999,2531809,0.019058511839795365,0.19999999999998863
18,140.2,1920999,1895996,0.013015623641657283,0.19999999999998863
17,136.0,2280999,2090102,0.08369008491454841,1.0
17,135.9,1800999,1672177,0.07152807969354785,0.9000000000000057
17,135.8,2340999,2185112,0.06658994728318979,0.8000000000000114
17,135.7,2220999,2105033,0.0522134408885371,0.6999999999999886
17,137.0,2160999,1816275,0.15952066613635638,2.0
17,135.8,1920999,1796559,0.0647787947833393,0.8000000000000114
17,135.6,1800999,1711641,0.04961579656623907,0.5999999999999943
17,135.3,2340999,2277122,0.027286214133367848,0.30000000000001137
17,135.1,2580999,2563396,0.006820227361575886,0.09999999999999432
16,132.6,2280999,1801581,0.2101789610604827,2.5999999999999943
18,132.4,2220999,2684664,-0.20876416423420271,-7.599999999999994
16,130.9,2460999,2293544,0.068043505909592,0.9000000000000057
9,85.3,2340999,2288441,0.022451098868474528,0.29999999999999716
8,84.4,2160999,1397204,0.3534453278321739,4.400000000000006
6,68.5,2460999,1770747,0.28047634314357706,3.5
6,67.8,1920999,1497521,0.22044675713001413,2.799999999999997
6,66.6,2220999,1933494,0.12944850492953847,1.5999999999999943
4,55.6,2280999,2178851,0.04478213274096131,0.6000000000000014
5,51.5,2580999,3307965,-0.2816607057964765,-8.5
3,48.8,1800999,1253300,0.30410844203689175,3.799999999999997
5,63.9,2460999,1692372,0.31232316632391965,3.8999999999999986
4,57.3,1920999,1571559,0.18190535237134428,2.299999999999997
4,57.2,2160999,1783291,0.17478397722534808,2.200000000000003
3,47.1,2280999,1892281,0.17041568190078119,2.1000000000000014
2,41.8,2580999,2205665,0.14542198582796817,1.7999999999999972
11,106.4,1800999,1592821,0.11559029183247742,1.4000000000000057
10,94.7,1920999,1961519,-0.021093191615404277,-5.299999999999997
9,89.3,2280999,1499986,0.3423995363435056,4.299999999999997
8,83.7,2460999,1740951,0.2925836215293058,3.700000000000003
7,78.4,2340999,1698177,0.27459302631056226,3.4000000000000057
6,68.1,2220999,1677762,0.24459128527297852,3.0999999999999943
6,66.2,2580999,2331895,0.09651456664648068,1.2000000000000028
2,41.9,2160999,1838468,0.14925087887592728,1.8999999999999986
5,65.0,1800999,1062487,0.410056862885543,5.0
12,0.0,2340999,3422796,-0.46210912520680275,-110.0
2,43.6,2460999,1743075,0.2917205573834041,3.6000000000000014
2,43.2,2220999,1656281,0.2542630591008821,3.200000000000003
20,151.7,2340999,2022839,0.1359077897940153,1.6999999999999886
20,151.4,2280999,2024329,0.11252525757354563,1.4000000000000057
20,151.3,2160999,1944685,0.10009907454839174,1.3000000000000114
20,150.8,1800999,1685284,0.06425045211018995,0.8000000000000114
20,150.8,1920999,1804823,0.06047686646375141,0.8000000000000114
20,150.4,2220999,2144003,0.034667282605710316,0.4000000000000057
20,150.4,2580999,2495211,0.03323829261460388,0.4000000000000057
19,146.2,2460999,2223663,0.0964388851844312,1.1999999999999886
20,150.8,2280999,2140966,0.06139108346825229,0.8000000000000114
20,150.1,2160999,2141714,0.008924113338321767,0.09999999999999432
19,146.1,1800999,1638372,0.09029821782244188,1.0999999999999943
19,145.6,2460999,2340410,0.049000019910613535,0.5999999999999943
19,145.5,2580999,2473273,0.041738102184464235,0.5
19,145.5,2220999,2134392,0.03899461458559864,0.5
18,142.7,2340999,1842588,0.21290525967759918,2.6999999999999886
18,141.2,1920999,1741445,0.09346907520514065,1.1999999999999886
10,90.1,2280999,3172758,-0.39095107012322233,-9.900000000000006
6,66.7,1920999,1657417,0.1372108991207179,1.7000000000000028
4,57.7,2160999,1693390,0.2163855698221054,2.700000000000003
5,53.5,2340999,2626614,-0.12200560529927608,-6.5
2,45.0,2460999,1222026,0.5034431139549427,5.0
15,126.9,1800999,1523497,0.1540822621222999,1.9000000000000057
16,124.2,1920999,2043439,-0.06373766982700148,-5.799999999999997
14,120.3,2460999,2403114,0.02352093601013247,0.29999999999999716
15,119.8,2220999,2257073,-0.016242240541305963,-5.200000000000003
13,108.1,2580999,2973206,-0.1519593769699252,-6.900000000000006
11,105.5,2340999,2248006,0.03972363935225944,0.5
10,100.9,2160999,2007179,0.07118004219344849,0.9000000000000057
11,98.6,2280999,2535946,-0.11176988679083157,-6.400000000000006
16,121.7,1920999,2431185,-0.2655836884870841,-8.299999999999997
15,117.0,2220999,2749006,-0.23773401068618222,-8.0
10,100.1,1800999,1783938,0.0094730757762775,0.09999999999999432
7,78.6,2160999,1533094,0.2905623741612097,3.5999999999999943
4,57.7,2280999,1779916,0.21967699240552058,2.700000000000003
2,43.5,2340999,1687436,0.2791812384370946,3.5
14,120.2,2340999,2307534,0.014295179109431486,0.20000000000000284
15,119.5,1800999,1871275,-0.039020565808198675,-5.5
14,113.9,2220999,2416264,-0.08791764426728693,-6.099999999999994
12,111.1,2280999,2083116,0.08675277805908727,1.0999999999999943
12,110.0,2460999,2453333,0.00311499517066037,0.0
11,108.1,2160999,1628124,0.24658734224310144,3.0999999999999943
13,108.0,1920999,2229643,-0.1606684855119654,-7.0
8,82.7,2580999,2016960,0.21853514859943765,2.700000000000003
15,118.3,1800999,2044611,-0.13526492796497944,-6.700000000000003
12,110.1,2280999,2255196,0.011312148755874071,0.09999999999999432
11,105.5,2340999,2254419,0.03698421058701862,0.5
11,99.7,1920999,1969510,-0.025253006378452045,-5.299999999999997
9,88.6,2220999,1580644,0.2883184548934961,3.5999999999999943
9,86.8,2160999,1847553,0.14504680474169585,1.7999999999999972
9,76.9,2580999,3227223,-0.2503774701191283,-8.099999999999994
14,113.0,1800999,2090810,-0.16091680228584246,-7.0
12,112.8,2280999,1772635,0.22286901484831864,2.799999999999997
13,106.1,2460999,3237084,-0.31535364297181756,-8.900000000000006
12,103.9,2580999,2808993,-0.0883355630901058,-6.099999999999994
12,102.4,2160999,2608893,-0.20726247443890533,-7.599999999999994
10,94.4,1920999,2012019,-0.04738159676293428,-5.599999999999994
7,76.4,2340999,2077981,0.1123528886599268,1.4000000000000057
5,65.0,2220999,1292781,0.417928148549369,5.0
9,86.2,2280999,2057265,0.09808597022620352,1.2000000000000028
9,86.0,2580999,2370424,0.08158662595374892,1.0
8,84.4,1920999,1250828,0.3488658765569373,4.400000000000006
8,81.1,2460999,2235973,0.09143685145747722,1.0999999999999943
8,80.7,2160999,2039885,0.05604537531021532,0.7000000000000028
7,77.9,1800999,1389508,0.2284793050967824,2.9000000000000057
6,69.2,2340999,1547056,0.3391470906224223,4.200000000000003
3,48.4,2220999,1615492,0.27262821820270966,3.3999999999999986
2,40.3,1920999,1880848,0.02090110406095995,0.29999999999999716
7,80.0,2280999,1357149,0.4050199057518219,5.0
8,71.6,2220999,2828944,-0.2737259224340038,-8.400000000000006
6,69.3,1920999,1254767,0.34681538095542996,4.299999999999997
5,63.0,1800999,1369961,0.23933272589268512,3.0
6,69.4,2220999,1437639,0.3527061470986705,4.400000000000006
7,68.1,2280999,2627709,-0.15199918982866717,-6.900000000000006
16,131.4,1800999,1603948,0.10941205408775907,1.4000000000000057
17,128.8,2580999,2820635,-0.09284621962271199,-6.199999999999989
15,126.8,1920999,1641347,0.14557633814489232,1.7999999999999972
15,126.8,2340999,2011322,0.14082748433467934,1.7999999999999972
15,126.6,2460999,2147979,0.12719224997653392,1.5999999999999943
16,124.9,2280999,2305968,-0.010946519485541205,-5.099999999999994
14,121.0,2220999,2049491,0.07722110635799476,1.0
13,116.2,2160999,1948226,0.09846048054626587,1.2000000000000028
15,126.6,1920999,1667963,0.13172104722594857,1.5999999999999943
16,124.9,2460999,2477682,-0.006778954400225274,-5.099999999999994
14,120.9,2220999,2059750,0.07260201377848437,0.9000000000000057
13,117.6,2580999,2049046,0.20610352812999927,2.5999999999999943
6,69.9,1800999,1095877,0.39151715242484864,4.900000000000006
5,64.6,2340999,1481541,0.3671330060371662,4.599999999999994
2,43.5,2160999,1562959,0.27674237702099813,3.5
10,94.5,2280999,2366217,-0.03735994623408428,-5.5
9,88.6,2160999,1539694,0.2875082311467983,3.5999999999999943
9,87.0,1800999,1516534,0.15794844972151567,2.0
9,86.1,2580999,2345976,0.09105892718284664,1.0999999999999943
8,83.0,2220999,1696041,0.2363612050253062,3.0
8,82.3,2340999,1914723,0.18209149170930872,2.299999999999997
7,78.6,2460999,1746315,0.29040401885575734,3.5999999999999943
5,63.2,1920999,1435138,0.2529210062056253,3.200000000000003
9,86.5,1800999,1581585,0.12182905154306027,1.5
7,77.8,2280999,1762855,0.2271566098889127,2.799999999999997
10,100.8,2160999,2027421,0.061813078118037074,0.7999999999999972
8,83.1,1800999,1350037,0.25039547495584397,3.0999999999999943
9,78.8,2220999,2438227,-0.09780643755355135,-6.200000000000003
7,78.1,1920999,1441070,0.24983302958512732,3.0999999999999943
5,63.5,2340999,1676990,0.2836434359860897,3.5
3,49.2,2580999,1707261,0.3385270587086628,4.200000000000003
2,43.1,2280999,1715109,0.24808866641326893,3.1000000000000014
7,78.6,1800999,1278974,0.2898530204625322,3.5999999999999943
5,64.5,2340999,1494289,0.3616874676153215,4.5
2,45.0,2580999,1407290,0.4547498856063098,5.0
2,43.0,2220999,1686308,0.2407434672415431,3.0
